visitorid,itemid,score
153,156,4.1648
153,185,4.1143
153,64,4.0688
153,98,4.0318
153,357,3.9734
153,1174,3.9613
153,1065,3.9419
153,1405,3.9142
154,127,4.7532
154,180,4.7402
154,1143,4.6476
154,641,4.6335
154,320,4.6057
154,23,4.5981
154,474,4.597
154,179,4.5954
154,56,4.5893
154,187,4.5707
155,1398,3.978
155,320,3.9699
155,306,3.8713
155,10,3.8348
155,1466,3.7764
155,483,3.776
155,251,3.7745
155,884,3.736
155,132,3.715
155,1642,3.7105
156,641,4.4517
156,1203,4.4507
156,134,4.4267
156,1512,4.4091
156,23,4.3853
156,483,4.3615
156,1142,4.3469
156,127,4.332
156,654,4.3251
156,197,4.3029
157,114,5.201
157,285,5.1956
157,856,5.1772
157,1642,5.107
157,1233,5.0491
157,113,5.043
157,750,5.0387
157,187,5.0271
157,100,5.0245
157,318,5.0114
158,483,4.9054
158,1449,4.8722
158,50,4.8613
158,408,4.85
158,199,4.826
158,1398,4.8088
158,64,4.7894
158,114,4.786
158,318,4.7857
158,169,4.7616
159,313,5.1632
159,300,4.7133
159,64,4.6876
159,1190,4.633
159,22,4.6279
159,298,4.5983
159,742,4.5368
159,787,4.5352
159,318,4.517
159,79,4.5065
160,56,4.9897
160,182,4.9269
160,1368,4.8518
160,180,4.8396
160,156,4.8
160,127,4.7478
160,192,4.745
160,23,4.7218
160,1589,4.7133
160,853,4.6756
161,313,3.5694
161,750,3.4055
161,272,3.4055
161,315,3.404
161,316,3.3438
161,357,3.3208
161,22,3.2222
161,127,3.1874
161,753,3.1598
161,697,3.1242
162,313,4.5118
162,1589,4.4829
162,64,4.3715
162,1449,4.3319
162,1169,4.3008
162,272,4.2574
162,318,4.2454
162,169,4.2194
162,1396,4.2072
162,1468,4.1893
163,316,4.0045
163,64,3.9299
163,127,3.8907
163,1242,3.8412
163,1142,3.8066
163,318,3.7901
163,313,3.7735
163,357,3.7346
163,272,3.6841
163,98,3.6496
164,313,5.1181
164,64,5.1161
164,1192,5.0878
164,1589,4.9313
164,22,4.8844
164,1169,4.8736
164,318,4.8579
164,223,4.8362
164,169,4.8301
164,300,4.8263
165,1167,4.9284
165,1449,4.7426
165,50,4.7302
165,318,4.7029
165,57,4.6245
165,429,4.6051
165,258,4.5846
165,181,4.5631
165,483,4.5475
165,185,4.505
166,670,5.1192
166,313,4.8392
166,1620,4.8366
166,300,4.8317
166,280,4.7661
166,226,4.6612
166,1607,4.6402
166,22,4.6305
166,550,4.5723
166,1612,4.5659
167,1306,4.8926
167,1160,4.8888
167,543,4.8523
167,1125,4.8066
167,593,4.7979
167,1466,4.7717
167,485,4.7045
167,478,4.6981
167,1398,4.6773
167,1194,4.664
168,1450,4.8525
168,126,4.6966
168,1233,4.6867
168,936,4.6766
168,408,4.5775
168,318,4.5588
168,174,4.5562
168,837,4.5335
168,900,4.5193
168,511,4.5004
169,318,4.9436
169,408,4.9187
169,169,4.8613
169,22,4.8393
169,114,4.8366
169,64,4.8245
169,1167,4.7723
169,113,4.757
169,50,4.7376
169,313,4.69
170,313,4.7103
170,318,4.5909
170,1192,4.535
170,1169,4.4516
170,1063,4.4056
170,1278,4.4005
170,496,4.3193
170,429,4.3113
170,22,4.2951
170,64,4.2718
171,114,4.5694
171,1449,4.5583
171,408,4.3388
171,1642,4.3232
171,1589,4.2945
171,169,4.2477
171,113,4.2253
171,12,4.215
171,1122,4.2082
171,285,4.2053
172,119,3.8532
172,183,3.7909
172,516,3.7823
172,179,3.7391
172,12,3.7144
172,89,3.697
172,463,3.6812
172,127,3.6778
172,519,3.6775
172,302,3.6723
173,1449,5.3972
173,1589,5.3496
173,318,5.3424
173,1642,5.2392
173,64,5.2128
173,1398,5.1998
173,169,5.1931
173,483,5.1863
173,189,5.1727
173,113,5.1585
174,887,5.3425
174,1192,5.2147
174,313,5.2134
174,1167,5.2059
174,318,5.1503
174,64,5.0961
174,694,5.0684
174,1449,5.0565
174,735,5.0177
174,543,5.0019
175,318,4.4565
175,496,4.4029
175,174,4.3417
175,64,4.3176
175,50,4.2382
175,483,4.2209
175,172,4.1597
175,427,4.1484
175,178,4.1238
175,429,4.1227
176,56,5.0917
176,1368,5.0701
176,127,4.8101
176,475,4.7438
176,856,4.7109
176,187,4.6419
176,1642,4.6191
176,180,4.6172
176,156,4.6034
176,654,4.5572
177,56,4.5915
177,127,4.5747
177,12,4.4283
177,1449,4.4132
177,179,4.3897
177,1143,4.3802
177,320,4.3768
177,187,4.3428
177,89,4.3284
177,119,4.3252
178,174,4.7353
178,22,4.7312
178,64,4.6599
178,50,4.6489
178,313,4.641
178,963,4.5745
178,318,4.5156
178,172,4.513
178,181,4.4993
178,79,4.4963
179,854,4.8533
179,1240,4.731
179,914,4.6104
179,42,4.505
179,853,4.4424
179,1589,4.4353
179,313,4.4242
179,682,4.4002
179,895,4.3761
179,916,4.3638
180,947,5.3357
180,253,5.1993
180,887,5.1887
180,59,5.1525
180,1589,5.1359
180,1642,5.1352
180,1233,5.1003
180,1137,5.093
180,57,4.9987
180,904,4.9618
181,392,2.4484
181,64,2.3856
181,22,2.3843
181,282,2.3666
181,899,2.3437
181,735,2.337
181,79,2.3358
181,15,2.3162
181,1189,2.2944
181,126,2.29
182,483,4.7021
182,50,4.6522
182,1449,4.5966
182,963,4.5847
182,318,4.5448
182,498,4.4589
182,736,4.4231
182,1398,4.4229
182,1122,4.4189
182,511,4.4171
183,1449,4.2876
183,512,4.1696
183,1642,4.1362
183,1194,4.0684
183,1064,4.0254
183,657,4.0249
183,1099,4.0174
183,98,3.9858
183,1062,3.9782
183,483,3.9562
184,1398,4.7754
184,1642,4.5927
184,1449,4.5662
184,483,4.5538
184,318,4.5401
184,1405,4.5167
184,603,4.4645
184,251,4.4569
184,474,4.4315
184,515,4.4263
185,1398,4.8006
185,1642,4.742
185,1449,4.7382
185,318,4.702
185,483,4.6882
185,603,4.6875
185,64,4.5742
185,114,4.5579
185,357,4.5471
185,119,4.5419
186,1233,4.5847
186,900,4.4953
186,69,4.4846
186,1192,4.3834
186,691,4.3319
186,1042,4.3219
186,117,4.293
186,1016,4.2914
186,300,4.2354
186,1450,4.2282
187,408,4.7249
187,694,4.717
187,318,4.667
187,169,4.5892
187,969,4.5694
187,515,4.539
187,659,4.5312
187,173,4.5305
187,59,4.5271
187,83,4.5083
188,64,4.8016
188,318,4.7142
188,313,4.5145
188,496,4.4844
188,1169,4.4535
188,98,4.4376
188,22,4.4081
188,272,4.3827
188,603,4.3756
188,316,4.3623
189,1129,5.2921
189,613,5.0978
189,483,4.8752
189,515,4.8229
189,1398,4.8119
189,132,4.7572
189,50,4.7367
189,178,4.7268
189,1664,4.7101
189,165,4.6937
190,313,4.4369
190,1589,4.2874
190,22,4.2552
190,316,4.2492
190,64,4.213
190,272,4.0742
190,12,4.0266
190,98,4.0175
190,79,3.9967
190,963,3.974
191,318,4.321
191,272,4.2435
191,114,4.2225
191,64,4.148
191,357,4.0933
191,12,4.0925
191,1398,4.0876
191,1449,4.0817
191,1642,4.0746
191,515,4.0738
192,718,4.8305
192,57,4.8257
192,114,4.6772
192,1405,4.649
192,318,4.5745
192,524,4.545
192,1167,4.5189
192,1039,4.5055
192,1589,4.4441
192,1398,4.3982
193,887,4.3894
193,1449,4.3589
193,1194,4.3531
193,483,4.2801
193,663,4.2798
193,318,4.2594
193,14,4.2414
193,1512,4.2291
193,136,4.2043
193,496,4.178
194,357,3.8791
194,318,3.8642
194,64,3.8558
194,313,3.8425
194,127,3.8399
194,205,3.7601
194,12,3.7333
194,272,3.6955
194,483,3.6949
194,187,3.6794
195,318,4.8026
195,302,4.7136
195,64,4.6561
195,313,4.6548
195,223,4.6027
195,357,4.5837
195,408,4.5782
195,1449,4.5579
195,272,4.5443
195,114,4.5351
196,197,4.6441
196,64,4.6241
196,1367,4.6194
196,1642,4.5595
196,603,4.5579
196,482,4.5569
196,694,4.5074
196,223,4.4842
196,1064,4.4665
196,427,4.4635
197,113,4.5854
197,526,4.5142
197,174,4.5059
197,22,4.4365
197,172,4.4298
197,909,4.4246
197,511,4.4241
197,1138,4.4177
197,496,4.3883
197,96,4.3721
198,127,4.1828
198,1449,4.1597
198,1142,4.1375
198,694,4.0647
198,50,4.0592
198,12,4.029
198,483,4.0248
198,408,4.0042
198,119,4.0034
198,135,4.0004
199,408,4.7272
199,114,4.6949
199,116,4.6476
199,533,4.6409
199,1405,4.6378
199,694,4.6337
199,1642,4.6254
199,357,4.6146
199,1449,4.5986
199,1558,4.5976
200,1169,5.2389
200,50,4.9956
200,174,4.9087
200,520,4.8896
200,429,4.8276
200,172,4.8094
200,1122,4.8032
200,136,4.7827
200,1450,4.7604
200,1189,4.7538
201,1368,4.6787
201,1174,4.1658
201,185,4.1257
201,1131,4.1244
201,320,4.0775
201,1022,4.0694
201,192,3.9868
201,56,3.9678
201,1651,3.9656
201,1650,3.9656
202,701,4.16
202,516,3.765
202,1203,3.6387
202,1286,3.5784
202,1021,3.5713
202,604,3.5531
202,675,3.5378
202,954,3.53
202,434,3.4909
202,605,3.478
203,50,4.3923
203,181,4.3112
203,394,4.2841
203,899,4.2616
203,817,4.2254
203,248,4.1469
203,1086,4.1317
203,1294,4.1215
203,1589,4.1198
203,895,4.1176
204,1512,5.0531
204,185,4.7538
204,427,4.584
204,656,4.552
204,357,4.5415
204,302,4.5411
204,488,4.5239
204,318,4.5191
204,9,4.4905
204,1449,4.4867
205,272,3.9059
205,752,3.8876
205,316,3.7352
205,963,3.694
205,689,3.6051
205,64,3.5941
205,487,3.5932
205,22,3.5549
205,333,3.5152
205,866,3.5134
206,1240,4.5741
206,12,4.3523
206,854,4.3209
206,853,4.2755
206,288,4.2611
206,42,4.1615
206,1589,4.1443
206,56,4.1224
206,487,4.1057
206,272,4.0199
207,318,4.2506
207,64,4.0237
207,1242,4.0086
207,496,3.9839
207,483,3.9826
207,136,3.9499
207,272,3.9347
207,1398,3.8833
207,1450,3.8768
207,603,3.8732
208,1160,4.641
208,1192,4.5412
208,496,4.5253
208,663,4.4563
208,136,4.4514
208,900,4.436
208,435,4.4336
208,648,4.4227
208,69,4.3994
208,626,4.3845
209,320,4.3565
209,251,4.3303
209,179,4.241
209,175,4.1655
209,56,4.1277
209,168,4.1268
209,10,4.1232
209,646,4.1165
209,589,4.116
209,474,4.114
210,1449,4.9032
210,483,4.8261
210,64,4.8173
210,318,4.7966
210,603,4.7573
210,50,4.7314
210,1064,4.7305
210,1398,4.7288
210,1169,4.7277
210,119,4.7264
211,1450,4.5793
211,496,4.4528
211,318,4.4239
211,22,4.3316
211,1242,4.311
211,69,4.3048
211,64,4.2574
211,1233,4.2355
211,174,4.2284
211,313,4.1946
212,958,5.1984
212,887,5.1265
212,923,4.9768
212,1233,4.9366
212,6,4.8427
212,963,4.8183
212,19,4.7116
212,48,4.6763
212,793,4.6726
212,113,4.6549
213,1589,5.1099
213,64,5.0518
213,1449,5.0466
213,313,5.007
213,98,4.9863
213,169,4.9663
213,1467,4.8837
213,127,4.8821
213,408,4.874
213,50,4.8705
214,1589,4.6946
214,1449,4.5639
214,12,4.5119
214,474,4.5096
214,657,4.4942
214,169,4.4772
214,603,4.4495
214,515,4.4443
214,512,4.4374
214,1019,4.419
215,408,4.6214
215,169,4.5353
215,50,4.5313
215,173,4.4118
215,64,4.3857
215,119,4.3741
215,223,4.3696
215,124,4.3407
215,174,4.2973
215,1122,4.2953
216,1589,4.9822
216,56,4.9295
216,64,4.9151
216,156,4.9109
216,180,4.8146
216,357,4.8101
216,127,4.7976
216,98,4.7912
216,853,4.7666
216,12,4.7464
217,313,4.4657
217,1218,4.1817
217,79,4.0991
217,1053,4.0492
217,22,4.0332
217,347,4.004
217,272,3.9739
217,357,3.9454
217,12,3.9367
217,64,3.9344
218,1449,4.5347
218,12,4.3086
218,114,4.2771
218,516,4.2698
218,1589,4.2588
218,169,4.2502
218,357,4.2198
218,463,4.2154
218,98,4.1966
218,515,4.1935
219,1405,5.3494
219,1062,5.3001
219,1642,5.2981
219,718,5.2888
219,1639,5.2771
219,56,5.2309
219,853,5.1573
219,652,5.1572
219,60,5.105
219,533,5.1048
220,318,4.8232
220,251,4.8171
220,272,4.8081
220,613,4.7654
220,1642,4.7408
220,515,4.7087
220,83,4.7061
220,64,4.6158
220,1398,4.6043
220,1449,4.5924
221,1589,4.8615
221,12,4.5982
221,42,4.5843
221,169,4.5825
221,64,4.5189
221,50,4.5071
221,127,4.5012
221,156,4.5011
221,313,4.4618
221,56,4.4485
222,64,4.3927
222,313,4.2912
222,963,4.273
222,22,4.2392
222,127,4.1807
222,1449,4.1667
222,408,4.1517
222,169,4.1349
222,98,4.1331
222,174,4.1058
223,313,4.1541
223,166,4.0899
223,1605,4.0691
223,1016,4.0214
223,969,3.9774
223,174,3.9204
223,173,3.9017
223,265,3.9012
223,69,3.8563
223,202,3.8104
224,22,4.3438
224,313,4.1735
224,318,4.1094
224,69,4.0646
224,64,4.0411
224,496,3.9507
224,392,3.9425
224,1450,3.8555
224,300,3.8245
224,692,3.8122
225,1449,5.231
225,483,5.134
225,178,5.072
225,187,5.0333
225,479,4.9851
225,169,4.9812
225,134,4.9718
225,114,4.9655
225,1122,4.9637
225,511,4.9563
226,1589,4.7139
226,114,4.6518
226,1449,4.5846
226,408,4.5833
226,12,4.5639
226,1167,4.5427
226,169,4.502
226,64,4.4465
226,50,4.3941
226,318,4.3862
227,1449,4.6065
227,100,4.4975
227,663,4.4461
227,1642,4.3936
227,522,4.3743
227,1512,4.3544
227,753,4.3408
227,1405,4.339
227,285,4.3272
227,197,4.3211
228,812,4.3907
228,272,4.2937
228,313,4.2879
228,318,4.204
228,690,4.1971
228,143,4.1263
228,286,4.1243
228,1664,4.1125
228,727,4.068
228,1242,4.0438
229,898,4.2595
229,344,4.0053
229,251,3.9758
229,884,3.8249
229,302,3.7483
229,306,3.7127
229,91,3.7072
229,269,3.6331
229,558,3.6074
229,19,3.598
230,318,4.8197
230,64,4.7079
230,963,4.5985
230,22,4.5886
230,496,4.5864
230,143,4.5649
230,1450,4.5508
230,304,4.5495
230,735,4.5329
230,313,4.5204
231,1642,4.4609
231,613,4.4488
231,1167,4.4334
231,126,4.4309
231,1449,4.4158
231,924,4.3955
231,318,4.3873
231,1122,4.2645
231,496,4.2482
231,1639,4.2306
232,694,4.6064
232,1449,4.4863
232,408,4.4404
232,50,4.4147
232,483,4.3868
232,134,4.3331
232,432,4.3184
232,114,4.3024
232,647,4.2954
232,1398,4.2902
233,64,5.0482
233,318,5.0182
233,483,4.8864
233,963,4.8545
233,427,4.8346
233,1398,4.7936
233,603,4.7746
233,657,4.7701
233,98,4.7618
233,1642,4.7388
234,1449,4.0496
234,1512,3.9802
234,483,3.9696
234,694,3.956
234,479,3.8717
234,178,3.8665
234,607,3.859
234,1452,3.8582
234,603,3.8408
234,1064,3.8358
235,1449,4.6455
235,479,4.5896
235,1512,4.583
235,483,4.5773
235,603,4.5365
235,119,4.5018
235,1064,4.4953
235,1398,4.4692
235,134,4.4513
235,178,4.4244
236,57,4.5806
236,1176,4.5507
236,1639,4.5425
236,1131,4.5093
236,887,4.4828
236,1642,4.4774
236,318,4.4602
236,1449,4.4268
236,904,4.3316
236,1398,4.3281
237,408,4.6665
237,169,4.6438
237,1589,4.6027
237,114,4.5722
237,119,4.5412
237,1449,4.537
237,64,4.513
237,199,4.4746
237,513,4.4656
237,474,4.4614
238,318,4.2335
238,64,4.1956
238,1233,4.1711
238,1642,4.1404
238,1449,4.1242
238,272,4.1135
238,189,4.0807
238,904,4.0664
238,114,4.0465
238,298,4.0419
239,1558,5.5526
239,1512,5.4556
239,615,5.0506
239,60,5.0436
239,1449,5.0289
239,650,4.9905
239,1203,4.9613
239,474,4.9444
239,134,4.9222
239,525,4.9147
240,251,5.1671
240,1449,5.0799
240,320,5.0703
240,272,4.9861
240,1398,4.971
240,515,4.9695
240,318,4.9273
240,190,4.8739
240,1639,4.8462
240,12,4.8181
241,318,4.8664
241,64,4.7194
241,1642,4.6945
241,69,4.6031
241,408,4.5872
241,963,4.5849
241,191,4.5664
241,1064,4.5619
241,660,4.556
241,613,4.5554
242,899,5.5154
242,318,5.3025
242,1450,5.0953
242,126,5.092
242,1167,5.0599
242,1642,5.0568
242,735,5.0469
242,22,4.965
242,740,4.9622
242,543,4.9505
243,483,4.3035
243,923,4.293
243,1449,4.2884
243,1398,4.2808
243,251,4.2452
243,408,4.2035
243,318,4.1888
243,474,4.1781
243,169,4.1776
243,114,4.1747
244,1467,4.8856
244,1449,4.8802
244,114,4.8358
244,272,4.8143
244,1589,4.7414
244,64,4.7351
244,169,4.7315
244,1367,4.5866
244,345,4.583
244,514,4.5653
245,1192,4.2924
245,1268,4.2572
245,1589,4.2336
245,1033,4.2093
245,1157,4.1663
245,774,4.1574
245,1167,4.1527
245,1468,4.1492
245,331,4.1481
245,385,4.126
246,853,4.6302
246,1589,4.4904
246,302,4.437
246,56,4.3863
246,171,4.3149
246,169,4.3015
246,253,4.3006
246,718,4.2909
246,1065,4.2895
246,425,4.2616
247,318,4.8383
247,483,4.837
247,1450,4.7891
247,64,4.7812
247,694,4.7543
247,1449,4.7425
247,1167,4.7413
247,478,4.7364
247,1269,4.7334
247,496,4.7236
248,854,4.4362
248,156,4.4201
248,12,4.3724
248,42,4.3351
248,56,4.3236
248,1589,4.3233
248,475,4.3029
248,1268,4.2715
248,11,4.2488
248,183,4.174
249,1449,5.2969
249,114,5.1404
249,1642,5.1083
249,1589,5.0355
249,408,4.9774
249,1398,4.9552
249,169,4.899
249,483,4.886
249,318,4.8857
249,603,4.8744
250,947,4.8862
250,59,4.8395
250,1589,4.7796
250,543,4.7755
250,1642,4.7213
250,512,4.7199
250,1449,4.6977
250,887,4.6693
250,1398,4.6616
250,1122,4.6373
251,64,4.8043
251,408,4.7027
251,169,4.6811
251,318,4.6628
251,50,4.6586
251,1467,4.6515
251,603,4.6275
251,98,4.6122
251,1449,4.6115
251,12,4.6074
252,1642,5.2324
252,1398,5.1686
252,56,5.1135
252,318,5.1047
252,1639,5.082
252,64,5.0543
252,127,5.0388
252,1449,5.0369
252,272,5.0325
252,285,4.9858
253,318,4.9261
253,496,4.8896
253,64,4.7969
253,483,4.7512
253,1450,4.7388
253,613,4.6701
253,50,4.6491
253,133,4.6466
253,1398,4.6108
253,174,4.6098
254,496,4.1539
254,22,4.1109
254,69,4.0796
254,313,4.0305
254,318,3.9819
254,174,3.9745
254,64,3.931
254,1450,3.9033
254,613,3.9031
254,1063,3.8973
255,1368,4.2534
255,1022,4.1122
255,201,3.7832
255,763,3.7419
255,249,3.6315
255,1268,3.6188
255,270,3.5932
255,56,3.5647
255,874,3.5399
255,288,3.5038
256,313,5.1099
256,1169,5.1086
256,394,5.0785
256,1192,5.0079
256,318,4.9927
256,64,4.9292
256,83,4.8243
256,588,4.7582
256,300,4.7508
256,143,4.7459
257,1642,4.9638
257,856,4.9065
257,1589,4.9036
257,1449,4.9017
257,1398,4.8905
257,285,4.8857
257,1405,4.8644
257,887,4.8568
257,1137,4.8554
257,1639,4.823
258,166,5.29
258,199,4.9628
258,169,4.9383
258,113,4.928
258,1138,4.9013
258,313,4.8647
258,900,4.8466
258,526,4.8229
258,174,4.8073
258,189,4.7847
259,127,4.7548
259,64,4.6693
259,318,4.5303
259,483,4.5151
259,50,4.5019
259,180,4.4903
259,272,4.4875
259,187,4.4764
259,603,4.47
259,12,4.466
260,250,5.1259
260,1368,5.101
260,1589,5.0776
260,1656,5.019
260,101,4.9245
260,1245,4.8927
260,183,4.8717
260,1019,4.8623
260,50,4.8611
260,675,4.8208
261,1169,5.3955
261,1159,4.8732
261,1297,4.8689
261,318,4.8552
261,272,4.8208
261,378,4.7843
261,1664,4.7278
261,392,4.7222
261,315,4.6814
261,538,4.6776
262,1398,4.0664
262,1160,3.9601
262,318,3.9564
262,394,3.8829
262,1642,3.8783
262,251,3.8615
262,64,3.8558
262,1122,3.8273
262,190,3.8268
262,694,3.8245
263,318,4.8864
263,496,4.7699
263,408,4.7291
263,64,4.7214
263,483,4.706
263,205,4.6908
263,515,4.6702
263,1449,4.656
263,613,4.6514
263,119,4.6433
264,954,5.2038
264,50,5.175
264,1449,5.0733
264,169,5.055
264,119,4.9705
264,174,4.944
264,483,4.9257
264,408,4.9082
264,173,4.8965
264,1218,4.8871
265,282,4.4536
265,313,4.4059
265,96,4.404
265,161,4.3823
265,64,4.3515
265,272,4.3332
265,300,4.2857
265,117,4.2813
265,79,4.2459
265,22,4.2396
266,100,4.2243
266,114,4.2157
266,1449,4.1856
266,521,4.1803
266,23,4.1465
266,357,4.1331
266,408,4.1295
266,169,4.1177
266,56,4.1035
266,127,4.0971
267,1449,5.1531
267,56,5.0089
267,127,5.0051
267,408,5.004
267,50,4.9845
267,114,4.9814
267,169,4.9329
267,12,4.9104
267,187,4.8661
267,64,4.8639
268,1589,4.1669
268,1449,4.1347
268,408,4.1013
268,483,4.0988
268,1398,4.0943
268,50,4.0806
268,474,4.0797
268,513,4.0371
268,114,4.029
268,168,4.0271
269,1405,4.7887
269,922,4.4851
269,856,4.4521
269,1428,4.3418
269,285,4.339
269,1512,4.3191
269,1524,4.2966
269,100,4.2728
269,474,4.2257
269,127,4.2136
270,543,5.3605
270,969,5.284
270,59,5.2083
270,320,5.1868
270,287,5.1668
270,1449,5.1406
270,372,5.1312
270,1398,5.0757
270,947,5.0666
270,1642,5.0646
271,318,4.4359
271,357,4.4344
271,127,4.4225
271,64,4.4085
271,511,4.331
271,483,4.3209
271,187,4.3078
271,1449,4.3073
271,1142,4.3022
271,178,4.2798
272,187,4.9663
272,127,4.9103
272,180,4.8772
272,192,4.8605
272,1143,4.8548
272,661,4.7976
272,357,4.7791
272,56,4.7679
272,169,4.7647
272,23,4.7636
273,1449,4.4704
273,902,4.3628
273,483,4.3537
273,613,4.3426
273,745,4.2869
273,1642,4.2837
273,923,4.2779
273,50,4.2583
273,1398,4.2333
273,119,4.2234
274,1449,5.4252
274,408,5.2714
274,114,5.2297
274,12,5.1895
274,169,5.163
274,318,5.1508
274,483,5.1314
274,64,5.0885
274,1122,5.0745
274,516,5.0736
275,174,3.7492
275,50,3.7463
275,169,3.6437
275,64,3.5994
275,318,3.5982
275,483,3.5862
275,172,3.5852
275,181,3.576
275,520,3.5758
275,963,3.5737
276,12,4.7942
276,169,4.7522
276,1449,4.7239
276,603,4.6922
276,1589,4.6907
276,114,4.6873
276,318,4.6703
276,1398,4.6585
276,50,4.6565
276,64,4.6545
277,64,4.4641
277,272,4.4237
277,318,4.4188
277,1642,4.358
277,1589,4.3323
277,515,4.3157
277,1449,4.2979
277,315,4.2894
277,313,4.2715
277,316,4.266
278,487,5.1368
278,272,5.1365
278,483,5.1127
278,83,5.0875
278,178,5.0377
278,1398,5.0235
278,64,5.0013
278,165,5.0
278,1589,4.9685
278,1449,4.9675
279,1268,4.5266
279,1169,4.494
279,954,4.4776
279,168,4.4719
279,430,4.4607
279,169,4.4322
279,1367,4.3963
279,1413,4.3809
279,152,4.3576
279,114,4.347
280,1268,4.6604
280,1169,4.6536
280,1466,4.65
280,1160,4.6293
280,1398,4.5766
280,1159,4.5312
280,478,4.5189
280,697,4.4797
280,603,4.4797
280,1642,4.4525
281,304,4.261
281,313,4.1861
281,272,4.1145
281,223,4.0778
281,251,4.0763
281,448,3.964
281,699,3.9358
281,813,3.8893
281,1086,3.8829
281,318,3.8829
282,12,4.5514
282,1589,4.5395
282,169,4.5033
282,1449,4.4734
282,745,4.4628
282,50,4.4591
282,45,4.4521
282,408,4.4484
282,302,4.4296
282,114,4.4237
283,50,5.0023
283,318,4.9202
283,1398,4.9078
283,1642,4.9
283,603,4.8907
283,1007,4.8779
283,1169,4.8774
283,483,4.8721
283,1467,4.8524
283,174,4.8511
284,1449,4.437
284,1589,4.4221
284,320,4.4113
284,1398,4.3761
284,1642,4.352
284,813,4.3322
284,272,4.3053
284,56,4.2659
284,646,4.2443
284,127,4.2395
285,201,4.8227
285,56,4.6021
285,313,4.473
285,144,4.4634
285,302,4.4585
285,12,4.4333
285,166,4.4273
285,173,4.4147
285,288,4.4017
285,198,4.3779
286,318,4.8938
286,1398,4.8815
286,320,4.7889
286,316,4.7741
286,1160,4.7543
286,57,4.7434
286,884,4.7265
286,1169,4.7193
286,272,4.6824
286,133,4.6745
287,64,5.1614
287,318,5.1576
287,96,5.0899
287,114,5.0331
287,12,4.9849
287,408,4.9802
287,1450,4.9694
287,483,4.9583
287,1122,4.9562
287,1642,4.9528
288,1358,4.8903
288,357,4.6404
288,318,4.5862
288,22,4.5819
288,750,4.5584
288,313,4.555
288,1450,4.5355
288,837,4.5016
288,98,4.486
288,64,4.4626
289,313,3.6968
289,1016,3.6951
289,298,3.6472
289,117,3.5088
289,114,3.4801
289,915,3.4423
289,300,3.4369
289,1063,3.4296
289,1468,3.3349
289,113,3.3227
290,174,4.1158
290,50,4.0872
290,181,4.0703
290,966,4.0005
290,318,3.9916
290,496,3.9812
290,172,3.92
290,64,3.8841
290,71,3.8824
290,1138,3.88
291,1642,4.884
291,64,4.88
291,318,4.8699
291,50,4.8524
291,963,4.8399
291,483,4.8292
291,166,4.8069
291,169,4.7942
291,900,4.7902
291,520,4.7831
292,1449,5.0133
292,483,4.9378
292,1589,4.9317
292,64,4.9245
292,408,4.8911
292,603,4.8789
292,98,4.8695
292,1398,4.8607
292,1642,4.8537
292,127,4.8518
293,483,4.154
293,1449,4.1408
293,474,4.1134
293,1142,4.0892
293,185,4.0847
293,127,4.078
293,641,4.0646
293,1512,4.06
293,178,4.0598
293,603,4.0595
294,272,4.6121
294,318,4.5895
294,12,4.5279
294,64,4.5202
294,1169,4.4939
294,515,4.4885
294,1642,4.4693
294,50,4.4641
294,1449,4.462
294,1589,4.4611
295,1449,5.2223
295,114,5.1181
295,1642,5.114
295,659,5.0953
295,318,5.0927
295,958,5.0822
295,483,5.0628
295,1169,5.0536
295,1398,5.0472
295,408,5.029
296,1449,5.2916
296,119,5.1744
296,127,5.1038
296,694,5.0872
296,1142,5.073
296,1512,5.0477
296,318,5.0426
296,483,5.0342
296,302,5.0323
296,64,5.0246
297,272,4.3971
297,318,4.3808
297,1449,4.3596
297,114,4.3101
297,1642,4.2889
297,1467,4.2051
297,64,4.1771
297,357,4.1719
297,1398,4.1543
297,169,4.1497
298,483,4.6331
298,318,4.6142
298,174,4.6055
298,1064,4.6036
298,64,4.5852
298,496,4.5789
298,136,4.544
298,178,4.4778
298,603,4.4705
298,480,4.4505
299,1449,4.2967
299,119,4.2752
299,408,4.2602
299,251,4.2561
299,12,4.2522
299,114,4.2215
299,169,4.216
299,1398,4.1952
299,1589,4.1804
299,474,4.172
300,1159,5.6176
300,1589,5.4442
300,1169,5.4148
300,354,5.1988
300,316,5.0835
300,915,4.9268
300,1160,4.873
300,315,4.847
300,645,4.8393
300,1022,4.7953
301,174,4.4222
301,50,4.3724
301,520,4.3238
301,318,4.3109
301,96,4.275
301,166,4.2451
301,172,4.2308
301,1169,4.2092
301,181,4.2061
301,22,4.1858
302,320,3.7134
302,813,3.5114
302,646,3.4434
302,307,3.3976
302,251,3.3857
302,1169,3.3823
302,334,3.3727
302,50,3.3555
302,394,3.3554
302,1268,3.3494
303,56,4.7728
303,178,4.7259
303,483,4.7186
303,1143,4.7025
303,357,4.6987
303,603,4.6985
303,507,4.6753
303,12,4.6719
303,1398,4.6283
303,1449,4.6128
304,313,4.4664
304,22,4.3088
304,1063,4.2971
304,79,4.2702
304,174,4.2124
304,1169,4.1649
304,298,4.1408
304,237,4.1354
304,272,4.1168
304,318,4.1146
305,114,4.3797
305,169,4.3116
305,1449,4.3032
305,483,4.2464
305,513,4.2116
305,921,4.2063
305,408,4.1993
